OG0004710.2	OG0012896.0	OG0001643.24	OG0000471.2	OG0000027.457	OG0001698.26	OG0001566.2
-0.512925319948276	-1.4131151871478154	-1.1587514286937521	-1.3375210295767486	-0.9018499789079885	-1.2039006722965686	-1.0540927027897475
OG0001388.12	OG0002087.0	OG0000038.0	OG0004608.0	OG0000409.24	OG0000704.0	OG0004027.1
-0.8583056380354691	-1.1854085623368023	-0.5428785420499038	-0.7715199016700826	0.10447085776291738	-1.0273808609918476	-1.2199419221016254
OG0000026.45	OG0005316.15	OG0001228.1	OG0013967.0	OG0016816.0	OG0000263.57	OG0001137.24	OG0002225.0
-0.1413028099616662	-1.3636421939641048	-1.0300298988406835	-1.8432150924456403	-2.4965494909944312	0.818932344010497	-1.037413961643117	-0.8828369245342406
OG0001935.0	OG0001196.1	OG0006440.2	OG0000007.976	OG0016053.0	OG0001941.0	OG0000256.24
-0.9069807668664552	-1.25773503295987	-3.325539348439741	-0.24982229440694287	-1.9018499789079883	-0.488026018218199	-0.250165425587271
OG0002018.0	OG0001349.1	OG0005935.0	OG0000001.1420	OG0006282.0	OG0001036.24	OG0000125.49	OG0004767.0
-0.7828933919166083	-1.3168874781868323	-0.17673977176655636	-0.01727103870140411	-0.8132459154168177	-0.9459156071576208	0.8343876146053895	-1.171368418311981
OG0001179.24	OG0005844.2	OG0002171.0	OG0006028.0	OG0000012.918	OG0000044.1	OG0002114.0
-1.058593158890855	-2.8900377466011817	-1.1755987214515837	-0.7039244250471122	-0.17576167339628612	-0.6009930135276029	-1.6924548981004137
OG0000054.0	OG0001913.2	OG0000860.24	OG0005512.0	OG0007216.0	OG0014776.1	OG0000081.1	OG0001420.22
-0.11450372678347603	-0.8666995237702235	-1.542458237592193	-0.9785202725895487	-1.2750878406843897	-1.905088352974533	-0.890037746601182	0.5647195944430954
OG0000403.25	OG0001448.24	OG0002110.0	OG0001092.1	OG0000012.918	OG0014761.4	OG0004758.4	OG0011732.0
-0.4597742994044606	-0.703219582573575	-0.8929817501178796	-0.8908400610388894	-0.17576167339628612	-2.701810929858678	-2.4731299136431737	-1.4477213090095638
OG0006412.3	OG0003846.1	OG0000014.1	OG0002147.0	OG0000753.0	OG0000082.1	OG0001732.10
-1.2615347826602237	-3.0115879742752116	-0.4737308279347723	-0.4254624786979365	-1.4077462998850927	-0.853866171106625	-1.3551285102601587
OG0000054.0	OG0001159.0	OG0001686.0	OG0001028.24	OG0006854.0	OG0006229.0	OG0016119.4	OG0000042.314
-0.11450372678347603	-0.7437139294149082	-0.43012009385192357	-0.9235777245413976	-1.6483716708972176	-1.0445383960764985	-2.1215492969033365	-0.2813863010245155
OG0000002.763	OG0001043.2	OG0003905.3	OG0000001.1420	OG0000896.1	OG0001234.24	OG0007818.0	OG0016200.2
-0.7257085158978973	-1.0457292298551206	-2.3371564825019373	-0.01727103870140411	-1.039784866105864	0.7858434550071156	-2.0356383367532658	-0.9607212046486324
OG0001640.7	OG0005691.3	OG0000264.1	OG0011916.2	OG0002086.0	OG0000032.252	OG0001283.1	OG0006870.9
-1.6144033039877546	-1.0180012584066676	-1.4799549759601824	-3.2736919092345147	-1.624599071093643	-0.3082871842179762	-1.1561769108731044	0.9169351766084022
OG0014731.1	OG0000001.1420	OG0001868.2	OG0007473.0	OG0004259.24	OG0001884.0	OG0001941.0	OG0000092.1
-2.2584251525812045	-0.01727103870140411	-1.097270360766624	-1.2622267227410604	-1.0926478158286288	-1.2341258359102747	-0.488026018218199	0.8123750005659496
OG0000054.0	OG0016261.0	OG0002089.0	OG0000770.1	OG0002147.0	OG0000062.12	OG0004607.0	OG0006893.0
-0.11450372678347603	0.292899515444873	-0.5220118918983483	-0.6538089702009304	-0.4254624786979365	-1.5538496598709068	-1.3703403000726082	-1.8206163456437023
OG0000006.561	OG0013967.0	OG0008302.3	OG0001273.24	OG0002093.0	OG0000012.581	OG0000062.12	OG0001320.26
-0.17266872938773947	-1.8432150924456403	-2.002310160687201	-1.4607667291339643	-1.0525956651531994	-0.4801562026905301	-1.5538496598709068	-0.7653760586361444
OG0000088.3	OG0000010.475	OG0002061.0	OG0001208.24	OG0007179.8	OG0000022.878	OG0000236.122
-0.11434754870041268	0.007339046008161679	-0.8823049573302454	-1.1788612625092965	-1.1775553605953832	-1.1929748745013562	-0.04572922985512066
OG0000001.1420	OG0008121.6	OG0001178.24	OG0007817.0	OG0000110.3	OG0001137.24	OG0001077.24
-0.01727103870140411	-1.9567955014348324	-0.28665610491467075	-1.8788519435246895	-0.4639470997597903	-1.037413961643117	-1.9982698038611177
OG0007486.2	OG0001732.10	OG0001096.1	OG0000082.1	OG0000154.2	OG0001869.2	OG0005341.0
-2.168771306825942	-1.3551285102601587	-1.7725053491406988	-0.853866171106625	-0.6887294085133586	-0.5057380121601112	-0.8160371651574051
OG0001557.130	OG0004931.0	OG0000909.26	OG0000749.2	OG0010645.2	OG0001942.0	OG0000007.976	OG0001514.22
-1.9378782880922025	-1.0622036593134483	-1.288416992526039	-0.3830777578812987	-1.4123469789076786	-0.4759363242227893	-0.24982229440694287	-1.0718760695869949
OG0001245.24	OG0001237.24	OG0000081.1	OG0005729.2	OG0002203.0	OG0018394.0	OG0000002.1788	OG0005285.0
-1.0643139648378215	-1.0594949372560147	-0.890037746601182	-1.6868702651621483	-0.7157227819448722	-3.535164473702311	0.2893623404769398	-1.7898605425983316
OG0002013.0	OG0000011.1	OG0006004.0	OG0000415.0	OG0006887.0	OG0000925.1	OG0000285.1
-0.010134377133713174	0.5140970048942337	-0.8748779394301761	-0.8627588082884077	-1.0603972796439562	-1.4196615258042915	-1.0528949484321255
OG0002125.0	OG0003844.0	OG0001331.24	OG0006442.2	OG0000007.976	OG0000081.1	OG0000706.25
-0.723086516754077	-1.1831136259850803	-0.23463499245019467	-2.2082275957226343	-0.24982229440694287	-0.890037746601182	-0.8622341919041214
OG0000038.0	OG0005847.4	OG0001285.1	OG0001404.24	OG0005953.0	OG0001340.24	OG0000204.2
-0.5428785420499038	-1.0445383960764985	-1.8211260418302049	-1.038006322579745	-0.6431800849240055	-1.3386152238202416	-0.7138285488929806
OG0000643.24	OG0000011.1	OG0001404.24	OG0006870.9	OG0003390.22	OG0017954.0	OG0000272.36	OG0000503.62
-0.8596139677169436	0.5140970048942337	-1.038006322579745	0.9169351766084022	-0.7861239566170575	-2.083141235300246	-1.0174170530774094	-1.695722611934325
OG0006086.0	OG0001823.24	OG0000980.1	OG0011342.2	OG0000059.133	OG0000018.289	OG0001300.1
-1.7036894392919077	-0.5437195184892749	-1.4023973185000735	-1.7833899312575583	-0.3735141370944932	-0.18885782633069192	-1.547088335060036
OG0001294.24	OG0005964.0	OG0014695.4	OG0001056.26	OG0004622.6	OG0002143.0	OG0000046.1	OG0000002.1788
-1.37632039170599	-1.9506480408647084	-1.7563309190331373	-0.6677217169430707	-2.5344956303704946	-0.5857562012813124	-0.4065984188743529	0.2893623404769398
OG0001002.25	OG0008768.2	OG0007094.3	OG0000001.1420	OG0006436.0	OG0001441.1	OG0000377.2	OG0000336.0
-1.2375236119530149	-0.7881155980596954	-2.6492764655589776	-0.01727103870140411	-1.148161027150656	-0.7700429914156375	-0.7926068695416644	-0.4330387576855113
OG0000403.25	OG0001411.26	OG0000032.252	OG0006953.4	OG0004807.4	OG0001373.1	OG0001431.24
-0.4597742994044606	-1.1090475285429775	-0.3082871842179762	-1.9799423476587465	-0.27003400255307203	-1.3011592297927905	-0.1076478350824613
OG0000010.475	OG0000767.24	OG0002913.0	OG0018373.0	OG0007122.8	OG0001394.24	OG0001443.24	OG0000092.1
0.007339046008161679	-1.2636115992965395	-0.9751130006868205	-1.573896299314951	-1.7437139294149082	-1.0362299689292374	-0.3329707985894482	0.8123750005659496
OG0008110.0	OG0003358.3	OG0000018.1	OG0017885.0	OG0001390.24	OG0002172.0	OG0000018.289	OG0001495.2
-1.54877569787331	-0.333334289405402	-0.6106534638375021	-3.641873846642298	-0.9925174236687941	-0.7022803279564871	-0.18885782633069192	-1.4394806784556318
OG0002002.0	OG0000407.1	OG0000634.26	OG0010144.0	OG0000082.1	OG0000426.5	OG0003545.0	OG0000995.5
-1.3496030533302108	-0.9610020212024905	-1.2747387311749092	-1.9323612831246366	-0.853866171106625	-1.1811494391045665	-1.3703403000726082	-1.5572422423652288
OG0001636.12	OG0000425.53	OG0000056.0	OG0001221.1	OG0000391.20	OG0005695.10	OG0017855.2	OG0007071.2
-1.4277894066876917	-1.7626810344254493	0.25229454120183664	-0.8598757760909296	-0.35328433892264566	-1.5868392244091865	-4.099123533842101	-1.7264244343846205
OG0001480.22	OG0016166.2	OG0000032.252	OG0001963.0	OG0005667.0	OG0000290.0	OG0001855.4	OG0005276.0
-1.6029637591278236	-2.1610079067062595	-0.3082871842179762	-0.6501818280241396	-1.1626218402461934	-0.5907448533151622	-0.5706786300585585	-1.4892405784478304
OG0000001.1420	OG0007070.2	OG0020416.0	OG0002855.2	OG0001230.26	OG0000081.1	OG0000933.24	OG0000992.0
-0.01727103870140411	-1.8206163456437023	-2.353284338922646	-1.53658679618218	-0.938984225318372	-0.890037746601182	-0.3923264396509436	-0.36123105558305013
OG0002222.0	OG0000012.918	OG0005944.0	OG0001425.1	OG0000097.1	OG0003729.6	OG0000160.4
-1.1561769108731044	-0.17576167339628612	-0.98564470702293	-1.2273541969073074	-1.1542490330260111	-0.8033929559051822	-0.030913993470059714
OG0000054.0	OG0002001.0	OG0000223.2	OG0000987.19	OG0000982.24	OG0003561.0	OG0007132.4
-0.11450372678347603	-0.5224262808257668	-0.3170671972827844	-0.02958805461052695	-1.2705559931663366	-0.5568177330077777	-0.562133099129849
OG0002361.0	OG0001688.16	OG0001325.24	OG0011746.0	OG0001886.0	OG0000002.1788	OG0000042.314
-0.693621089289037	-0.5456135097711425	-1.234465253637023	-0.8807102316252489	-0.548986757056027	0.2893623404769398	-0.2813863010245155
OG0001148.24	OG0000940.24	OG0005501.1	OG0000263.57	OG0004880.18	OG0000002.1788	OG0000831.11
-1.7480688733114134	-0.9581963123429151	-1.1500807813140215	0.818932344010497	-2.129102691334971	0.2893623404769398	-1.427401324629968
OG0000001.1420	OG0014833.0	OG0001912.0	OG0000391.20	OG0000632.24	OG0012985.0	OG0001732.10	OG0005612.2
-0.01727103870140411	-1.720707009302416	-0.7585258742985586	-0.35328433892264566	-0.9072513144604762	-2.268121651191569	-1.3551285102601587	-1.0356383367532653
OG0001377.24	OG0012995.0	OG0012725.2	OG0006854.0	OG0002068.0	OG0001661.0	OG0000007.976	OG0000336.0
-0.8873665830147547	-2.5079930244060455	-1.9873598192212296	-1.6483716708972176	-1.6961900329787145	-0.6001179899733253	-0.24982229440694287	-0.4330387576855113
OG0000764.26	OG0000006.561	OG0011953.0	OG0003761.0	OG0000785.2	OG0007907.0	OG0001412.1	OG0002186.0
-2.0180012584066676	-0.17266872938773947	-0.832899031036925	-1.3481331652347563	-0.6060347243397574	-1.233108061588777	-1.1181004969452384	-0.4609652970292457
OG0001541.1	OG0000006.561	OG0001302.24	OG0006326.0	OG0007538.2	OG0001074.2	OG0000110.3
-0.3289784324065124	-0.17266872938773947	-1.3154505308161575	-0.7911082249738468	-1.5153978056277968	-1.7269019108215087	-0.4639470997597903
OG0001926.0	OG0002107.0	OG0000038.0	OG0000018.1	OG0013993.0	OG0001111.22	OG0002959.32	OG0018147.0
-1.405069330187608	-0.997693532616831	-0.5428785420499038	-0.6106534638375021	-2.043943347587597	-1.1124747292584127	-1.2088944295874708	-0.4894431045997583
OG0000006.561	OG0004931.0	OG0006748.0	OG0013581.4	OG0001133.24	OG0000431.12	OG0001413.1	OG0001155.24
-0.17266872938773947	-1.0622036593134483	-1.1798414652698352	-2.154570167148848	-1.5100460986686943	-0.3122226226036953	-1.3699673661062333	-1.2608431742860542
OG0006256.0	OG0000729.25	OG0007643.2	OG0001488.22	OG0000285.1	OG0008192.2	OG0000002.1788	OG0001155.24
-0.9714308478032291	-0.5546970578634869	-2.9556758311877984	-0.27404076549081247	-1.0528949484321255	-2.353284338922646	0.2893623404769398	-1.2608431742860542
OG0000814.1	OG0000257.0	OG0017933.2	OG0001036.24	OG0001329.24	OG0009011.0	OG0002855.2	OG0000082.1
-0.6228207102633614	0.0001442622910945383	-3.189680296588923	-0.9459156071576208	-1.1012885820105052	-1.5014427519009832	-1.53658679618218	-0.853866171106625
OG0005157.0	OG0000006.561	OG0000088.3	OG0016179.4	OG0003061.8	OG0001483.24	OG0001309.24	OG0002141.0
-0.5593666648384727	-0.17266872938773947	-0.11434754870041268	-2.330610337987163	-1.2139055323709569	-1.5691795034802287	-1.0619024389259069	-1.1256358091751368
OG0000026.45	OG0001163.24	OG0006871.4	OG0001402.24	OG0000749.2	OG0013024.0	OG0002138.0	OG0006952.4
-0.1413028099616662	-1.0938790470029003	-1.3194055851186515	-0.588573754273535	-0.3830777578812987	-1.491267120487599	-2.6038405109268457	-2.288416992526039
OG0002015.0	OG0008570.0	OG0001321.26	OG0005944.0	OG0009169.4	OG0000256.24	OG0000002.1788	OG0002102.0
-1.6272707293402764	-0.5916142085935863	-0.2278609687786466	-0.98564470702293	-1.1456053222468994	-0.250165425587271	0.2893623404769398	-2.3503385593573003
OG0000001.1420	OG0000639.0	OG0003671.2	OG0000001.2899	OG0000933.24	OG0008496.8	OG0000831.11
-0.01727103870140411	-0.1305233660345985	-1.0736968881386058	-0.3641991832410402	-0.3923264396509436	-1.8033929559051822	-1.427401324629968
OG0000896.1	OG0005617.0	OG0002128.0	OG0009987.2	OG0008153.0	OG0000599.0	OG0002154.0	OG0000002.1788
-1.039784866105864	-1.830331500476914	-0.8147677457698391	0.08420036167465528	-2.1791879227712805	-0.9312604093276949	-0.7319249774656762	0.2893623404769398
OG0000026.45	OG0003037.24	OG0022269.0	OG0002321.0	OG0004390.1	OG0000290.0	OG0000004.888	OG0001000.24
-0.1413028099616662	-0.44772130900956375	-1.5006260549978325	-1.5022599113909068	-0.6208226711091924	-0.5907448533151622	-1.2375236119530149	-0.43791635730384093
OG0001139.24	OG0001261.1	OG0000010.475	OG0013491.2	OG0002058.0	OG0002401.1	OG0005953.0	OG0000338.41
-1.3789444967002604	-1.1985929816342817	0.007339046008161679	-2.951205819739195	-1.13764780046798	-1.077649896309218	-0.6431800849240055	0.7966808083669082
OG0003171.1	OG0000032.252	OG0000736.0	OG0001674.0	OG0006870.9	OG0001030.26	OG0000276.72
-1.1867215954566879	-0.3082871842179762	-0.68478158863421	-1.4540316308947074	0.9169351766084022	-0.947305888696155	-0.8999642788381562
OG0000038.0	OG0004287.3	OG0006011.0	OG0001186.24	OG0011802.5	OG0000812.32	OG0000584.0	OG0001055.24
-0.5428785420499038	-0.8458056750072103	-0.5638381606855499	-0.752437002928646	-2.202903991745088	-2.3320624720210756	1.6572284011610958	-2.2155797753822157
OG0004241.1	OG0011163.0	OG0000011.1	OG0001803.6	OG0001336.24	OG0000539.1	OG0000336.0
-1.4675334171342618	-1.8494403234246188	0.5140970048942337	-1.085894762881528	-1.24913627678066	-0.8282807609121521	-0.4330387576855113
OG0000147.0	OG0001451.24	OG0005744.0	OG0014828.2	OG0003061.8	OG0001176.24	OG0000007.976	OG0001284.24
-1.5803532474685666	-0.5317816384650507	-0.4402634755670174	-2.2162500169928254	-1.2139055323709569	-1.1635910677202619	-0.24982229440694287	-2.0391917746110204
OG0001881.0	OG0004108.36	OG0000010.475	OG0007807.0	OG0001132.24	OG0000290.0	OG0002146.0
-0.16133054900680766	-2.3778192957794078	0.007339046008161679	-0.9865020082510226	-1.443791328260415	-0.5907448533151622	-0.8491804017878668
OG0000941.24	OG0000001.1420	OG0008540.0	OG0006040.0	OG0001870.2	OG0007315.2	OG0000204.2	OG0000930.24
-0.5399389790226586	-0.01727103870140411	-1.3342434173206015	-1.550887680450584	-0.8876334769274369	-2.3047188048551392	-0.7138285488929806	-0.9205706849970848
OG0000364.1	OG0003661.0	OG0000038.0	OG0000906.25	OG0001505.24	OG0001169.24	OG0007101.0
-0.7065117976244923	-1.0072315692310758	-0.5428785420499038	-1.335699214659963	-1.5829441401868507	-1.2598063829795652	-1.2677742231246545
OG0001253.24	OG0000264.1	OG0001332.24	OG0011758.5	OG0006871.4	OG0001355.24	OG0000018.289
-1.7273795453370082	-1.4799549759601824	-1.0424567992428948	-3.769649403896926	-1.3194055851186515	-1.1187269385707517	-0.18885782633069192
OG0001592.24	OG0012877.0	OG0005849.2	OG0009777.0	OG0001101.24	OG0000018.289	OG0000276.72	OG0001927.0
-1.1635910677202619	-1.093263300070425	-1.3540217245972157	-2.5353317329965557	-1.2172559636048	-0.18885782633069192	-0.8999642788381562	-0.8290494466816325
OG0006309.0	OG0002130.0	OG0002004.0	OG0006377.0	OG0000038.0	OG0001801.0	OG0000062.12
-1.340440727089101	-0.5631985264294997	-1.0752159943555015	-0.5663995373741375	-0.5428785420499038	-0.9384311507319972	-1.5538496598709068
OG0000054.0	OG0007183.2	OG0000264.1	OG0000360.67	OG0014660.0	OG0005926.0	OG0000603.1	OG0001164.24
-0.11450372678347603	-0.8809758968577254	-1.4799549759601824	-1.473530495359169	-1.4945155204885048	-1.4085120616020568	-1.0294408032665983	-1.0487106217838669
OG0002134.0	OG0000230.58	OG0006873.3	OG0011569.1	OG0005957.0	OG0001173.24	OG0000082.1	OG0000933.24
-0.6766875822420972	-0.15136203809529378	-2.079478021209661	-2.858305638035469	-1.088653555896428	-1.0040452120579488	-0.853866171106625	-0.3923264396509436
OG0003948.1	OG0001485.24	OG0002153.0	OG0000018.289	OG0005826.0	OG0016122.4	OG0002083.0	OG0000206.0
-1.0436459153546316	-1.672082742581352	-1.383077757881299	-0.18885782633069192	-1.425850039490298	-2.887900420223765	-0.3402580727822305	0.24865627000440324
OG0000038.0	OG0001241.24	OG0009214.0	OG0007440.0	OG0000062.12	OG0001941.0	OG0007514.0	OG0001938.0
-0.5428785420499038	-0.8074270586130774	-1.1523237279704035	-1.633076351021482	-1.5538496598709068	-0.488026018218199	-1.847881495568057	-0.9029286294560968
OG0006412.3	OG0011367.0	OG0000420.0	OG0001243.24	OG0000082.1	OG0001869.2	OG0000371.2
-1.2615347826602237	-1.5075827599241425	-0.49045616203966397	-1.2436598477481473	-0.853866171106625	-0.5057380121601112	-0.599680677135515
OG0000026.45	OG0001261.1	OG0017949.0	OG0010581.0	OG0001803.6	OG0000042.185	OG0000263.57	OG0002211.0
-0.1413028099616662	-1.1985929816342817	-2.211564851526944	-0.7480688733114131	-1.085894762881528	-0.8953949567706891	0.818932344010497	-0.77324487673018
OG0008470.0	OG0007165.4	OG0001686.0	OG0012087.2	OG0000032.252	OG0000101.90	OG0000261.0	OG0001770.0
-1.4607667291339643	-0.2834919132312543	-0.43012009385192357	-3.1558554189406562	-0.3082871842179762	-1.5182877379966961	-0.7946074870103151	-0.6989977439671857
OG0013565.5	OG0000011.1	OG0000796.20	OG0004287.3	OG0003326.0	OG0001055.24	OG0000338.41	OG0001413.1
-1.386845571568701	0.5140970048942337	-1.5602173105240187	-0.8458056750072103	-0.36642929324206563	-2.2155797753822157	0.7966808083669082	-1.3699673661062333
OG0001042.5	OG0000364.1	OG0001407.24	OG0000056.0	OG0005617.0	OG0013599.5	OG0006012.0	OG0001869.2
-0.8280246233099011	-0.7065117976244923	-1.6780719051126376	0.25229454120183664	-1.830331500476914	-1.6286084160757879	-2.096653165017793	-0.5057380121601112
OG0000964.2	OG0020698.0	OG0006289.0	OG0001404.24	OG0001051.24	OG0007216.0	OG0000225.48	OG0000002.1788
-1.5199417307727447	-1.989649811830433	-1.6438561897747246	-1.038006322579745	-1.2937125877569264	-1.2750878406843897	-0.3057883922321096	0.2893623404769398
OG0001849.0	OG0000011.1	OG0010537.0	OG0001450.26	OG0006102.2	OG0000905.14	OG0000092.1
-0.7816527907215007	0.5140970048942337	-0.9779518348198268	-0.7053351439087583	-1.6429547870331924	-1.1488006614067061	0.8123750005659496
OG0000054.0	OG0010829.4	OG0003643.2	OG0002231.0	OG0003298.30	OG0002089.0	OG0001237.24	OG0000272.36
-0.11450372678347603	-2.5378429521526056	-1.938984225318372	-1.4386983058546305	-1.2901800320230838	-0.5220118918983483	-1.0594949372560147	-1.0174170530774094
OG0007451.0	OG0001196.1	OG0001004.1	OG0000431.12	OG0000104.85	OG0002109.0	OG0000002.1788	OG0004754.7
-1.6588112275212596	-1.25773503295987	-0.07400058144377693	-0.3122226226036953	-1.1992553760632225	-0.9748294242650939	0.2893623404769398	-0.5625591756364571
OG0000056.0	OG0012875.0	OG0005065.5	OG0000919.32	OG0001987.0	OG0000059.133	OG0002132.0
0.25229454120183664	-2.6447581560691176	-1.5683235586073672	-1.0944950568503844	-1.0472191556726504	-0.3735141370944932	-0.9517638143471524
OG0001865.0	OG0001140.24	OG0000012.918	OG0010981.0	OG0001674.0	OG0011145.0	OG0000206.0	OG0004754.7
-0.42585003949029804	-0.750979489714035	-0.17576167339628612	-1.3673595241343683	-1.4540316308947074	-1.3707133304666423	0.24865627000440324	-0.5625591756364571
OG0002305.5	OG0004666.0	OG0001892.0	OG0007814.2	OG0000010.475	OG0000270.2	OG0000209.146	OG0000206.0
-1.231413364999112	-1.238204128494354	-0.8414044484991035	-2.443791328260415	0.007339046008161679	-1.5141610331209452	-0.4077462998850927	0.24865627000440324
OG0000054.0	OG0001369.26	OG0000092.1	OG0008525.0	OG0003769.4	OG0001218.24	OG0016119.4	OG0000503.62
-0.11450372678347603	-1.074000581443777	0.8123750005659496	-0.7292916662807851	-1.2078942943370952	-0.7582818254032986	-2.1215492969033365	-1.695722611934325
OG0001140.24	OG0000011.1	OG0004740.12	OG0000152.12	OG0001274.24	OG0001855.4	OG0000338.41
-0.750979489714035	0.5140970048942337	-1.3643848941302572	-3.001154617941492	-1.896468790122007	-0.5706786300585585	0.7966808083669082
OG0000032.252	OG0007538.2	OG0002128.0	OG0012209.0	OG0001291.1	OG0000160.4	OG0000664.3
-0.3082871842179762	-1.5153978056277968	-0.8147677457698391	-1.6620035364849841	-1.3699673661062333	-0.030913993470059714	-1.0619024389259069
OG0001943.0	OG0016901.0	OG0004785.6	OG0000038.0	OG0004375.23	OG0001635.0	OG0000160.4	OG0000995.5
-1.6020875398230947	-0.4060248206794444	-1.0368218438261088	-0.5428785420499038	-2.340075441597622	-0.5517333399360452	-0.030913993470059714	-1.5572422423652288
OG0010675.4	OG0006086.0	OG0000046.1	OG0001362.22	OG0000018.289	OG0002081.0	OG0016804.0	OG0001300.1
-1.689194568936827	-1.7036894392919077	-0.4065984188743529	-0.889503118082598	-0.18885782633069192	-0.7796700451204445	-2.207561069935362	-1.547088335060036
OG0001764.0	OG0003646.25	OG0001083.26	OG0005931.4	OG0000082.1	OG0000001.2899	OG0000428.54
-1.4035418604410144	-1.7437139294149082	-1.0107156402523292	-2.356236145662658	-0.853866171106625	-0.3641991832410402	-1.300448367476911
OG0002116.0	OG0000002.1088	OG0011367.0	OG0001666.14	OG0016125.1	OG0000007.976	OG0000160.4	OG0002186.0
-0.43693951723612684	-0.8780562664895988	-1.5075827599241425	-1.2695122007362238	-1.865647613376637	-0.24982229440694287	-0.030913993470059714	-0.4609652970292457
OG0006472.8	OG0000038.0	OG0004208.2	OG0001285.1	OG0001997.0	OG0000393.0	OG0000081.1	OG0011340.8
-2.1622989090661346	-0.5428785420499038	-0.9481407011647501	-1.8211260418302049	-0.17837141075622645	-0.2582525917244842	-0.890037746601182	-3.3075728019102923
OG0000403.25	OG0009858.0	OG0004090.26	OG0000699.1	OG0000007.976	OG0001445.24	OG0007328.9	OG0000428.54
-0.4597742994044606	-2.1354275372428675	-1.296190533473754	-0.8178162308785316	-0.24982229440694287	-0.9962538607671053	-2.16682653676166	-1.300448367476911
OG0000176.0	OG0003602.0	OG0010511.8	OG0001219.24	OG0000018.289	OG0001553.14	OG0001941.0
-0.33387969740416884	-1.3617871145765936	-2.1015981400078068	-1.2463954637200048	-0.18885782633069192	-0.6452093507689292	-0.488026018218199
OG0000176.0	OG0007516.0	OG0000678.1	OG0001404.24	OG0008911.7	OG0001344.0	OG0000082.1
-0.33387969740416884	-0.9309853220848195	-0.951205819739195	-1.038006322579745	-1.148161027150656	-1.314373758749089	-0.853866171106625
OG0011968.0	OG0001057.24	OG0001286.24	OG0020431.0	OG0004053.9	OG0000864.26	OG0000007.976	OG0000042.314
-1.0244431791767878	-2.0291463456595165	-1.593789891468435	-2.0733932587486836	-0.5907448533151622	-0.8836352433082154	-0.24982229440694287	-0.2813863010245155
OG0006175.0	OG0001029.24	OG0000011.1	OG0010017.0	OG0000272.36	OG0002042.0	OG0000936.24	OG0012675.2
-1.2348047512361633	-0.640029111663249	0.5140970048942337	-1.3917584867372812	-1.0174170530774094	-0.19479010441767403	-1.1319454411037966	-3.3118644115426648
OG0001409.1	OG0000026.45	OG0000214.0	OG0000755.4	OG0013025.0	OG0003752.2	OG0001855.4
-1.9590374522215022	-0.1413028099616662	-0.42953706897395905	-0.7848805754827048	-2.8049044228227817	-0.5199417307727449	-0.5706786300585585
OG0000011.1	OG0001912.0	OG0001460.24	OG0000044.1	OG0000700.36	OG0004504.4	OG0012271.0	OG0014718.0
0.5140970048942337	-0.7585258742985586	-1.67116353577046	-0.6009930135276029	-1.1127866970487705	-2.6366606883705206	-2.091725081520941	-1.6882643980207304
OG0002096.0	OG0018083.0	OG0000257.0	OG0000032.252	OG0000976.24	OG0004503.8	OG0009881.4	OG0000236.122
-1.2536012334528568	-1.6661183405319098	0.0001442622910945383	-0.3082871842179762	-0.8377899636856931	-2.5071726120774884	-1.6250440040319079	-0.04572922985512066
OG0000054.0	OG0001567.1	OG0000088.3	OG0009968.6	OG0001450.26	OG0000775.24	OG0007187.0
-0.11450372678347603	-1.190009416024795	-0.11434754870041268	-1.6099927379084407	-0.7053351439087583	-0.9362209702294287	-1.5812163614882615
OG0000214.0	OG0001118.24	OG0001330.24	OG0000011.1	OG0013604.5	OG0006140.0	OG0001410.24	OG0006129.1
-0.42953706897395905	-1.3744489489206877	-0.23276896297612443	0.5140970048942337	-1.7437139294149082	-0.7386497209790194	-1.3125809226281095	-0.994240730711315
OG0004637.1	OG0001075.1	OG0002061.0	OG0000012.918	OG0020750.0	OG0002243.0	OG0000062.12	OG0003838.7
-1.058593158890855	-1.2958362805460346	-0.8823049573302454	-0.17576167339628612	-2.729291666280785	-0.9618447989740312	-1.5538496598709068	-2.6629169236892127
OG0001508.1	OG0007191.0	OG0000359.28	OG0000010.475	OG0009858.0	OG0001223.1	OG0011907.0	OG0002203.0
-1.2155797753822157	-0.5536378881214055	-0.5942254220501242	0.007339046008161679	-2.1354275372428675	-0.9595984847157935	-2.595968860378175	-0.7157227819448722
OG0002244.0	OG0001405.24	OG0004170.0	OG0006267.0	OG0000919.32	OG0014001.2	OG0000018.289	OG0000180.0
-0.5045094894850606	-1.037413961643117	-0.5043048373759311	-0.8308446411691063	-1.0944950568503844	-3.394410848688886	-0.18885782633069192	-0.15826835651750287
OG0000002.1788	OG0000667.13	OG0014767.1	OG0003726.42	OG0010096.2	OG0001669.0	OG0000371.2	OG0000285.1
0.2893623404769398	-0.3174267026524216	-1.2192699635236235	-1.3573446321104978	-2.0309139934700595	-0.2819124160394832	-0.599680677135515	-1.0528949484321255
OG0017950.0	OG0000915.28	OG0001292.1	OG0000038.0	OG0001325.24	OG0011368.6	OG0000062.12	OG0004492.8
-2.0493076402243706	-1.3838305338132693	-1.3147325934831586	-0.5428785420499038	-1.234465253637023	-3.414114469790615	-1.5538496598709068	-1.1184136837566039
OG0001943.0	OG0002103.0	OG0004108.36	OG0001165.26	OG0005850.4	OG0000012.918	OG0014512.6	OG0000206.0
