orthogroup	subset	gene	description	1021	WSM419	USDA1106	descriptions
OG0034947	OG0034947.0		hypothetical protein				hypothetical protein
OG0028267	OG0028267.0		PIN domain-containing protein				PIN domain-containing protein
OG0034954	OG0034954.0		hypothetical protein				hypothetical protein
OG0043420	OG0043420.0		ATPase				ATPase
OG0048097	OG0048097.0		hypothetical protein				hypothetical protein
OG0024661	OG0024661.0		saccharopine dehydrogenase				saccharopine dehydrogenase
OG0056600	OG0056600.0		hypothetical protein				hypothetical protein
OG0034818	OG0034818.0		hypothetical protein				hypothetical protein
OG0025949	OG0025949.0		LysR family transcriptional regulator				LysR family transcriptional regulator
OG0034580	OG0034580.0		hypothetical protein				hypothetical protein
OG0019373	OG0019373.0		hypothetical protein				hypothetical protein
OG0019186	OG0019186.0		protein f	1021_SMc02988			protein transcription factor; hypothetical protein
OG0020877	OG0020877.0		polyketide synthase				polyketide synthase; DsbA family protein
OG0044545	OG0044545.0		hypothetical protein				hypothetical protein
OG0026502	OG0026502.0		HNH endonuclease				HNH endonuclease
OG0019870	OG0019870.0		CHAT domain-containing protein				CHAT domain-containing protein
OG0057569	OG0057569.0		hypothetical protein				hypothetical protein
OG0025210	OG0025210.0		hypothetical protein				hypothetical protein
OG0046849	OG0046849.0	moxG	cytochrome c(L), periplasmic				cytochrome c(L), periplasmic
OG0047434	OG0047434.0		ArsR family transcriptional regulator				ArsR family transcriptional regulator
OG0044402	OG0044402.0		hypothetical protein				hypothetical protein
OG0044245	OG0044245.0		hypothetical protein				hypothetical protein
OG0056953	OG0056953.0		VapC toxin family PIN domain ribonuclease				VapC toxin family PIN domain ribonuclease
OG0045180	OG0045180.0		hypothetical protein				hypothetical protein
OG0057432	OG0057432.0	groEL	molecular chaperone GroEL				molecular chaperone GroEL
OG0035851	OG0035851.0		hypothetical protein				hypothetical protein
OG0020970	OG0020970.0		hypothetical protein				hypothetical protein
OG0056550	OG0056550.0		hypothetical protein				hypothetical protein
OG0035863	OG0035863.0		hypothetical protein				hypothetical protein
OG0048162	OG0048162.0		helix-turn-helix domain-containing protein				helix-turn-helix domain-containing protein
OG0047049	OG0047049.0		hypothetical protein				hypothetical protein
OG0024569	OG0024569.0		XRE family transcriptional regulator				XRE family transcriptional regulator
OG0044162	OG0044162.0		hypothetical protein				hypothetical protein
OG0056682	OG0056682.0		hypothetical protein				hypothetical protein
OG0024444	OG0024444.0		LLM class flavin-dependent oxidoreductase				LLM class flavin-dependent oxidoreductase
OG0048906	OG0048906.0		hypothetical protein				hypothetical protein
OG0046833	OG0046833.0		hypothetical protein				hypothetical protein
OG0037727	OG0037727.0		hypothetical protein				hypothetical protein
OG0021911	OG0021911.0		amino acid ABC transporter substrate-binding protein				amino acid ABC transporter substrate-binding protein
OG0053898	OG0053898.0		hypothetical protein				hypothetical protein
OG0041509	OG0041509.0		hypothetical protein				hypothetical protein
OG0046105	OG0046105.0		hypothetical protein				hypothetical protein
OG0047269	OG0047269.0		hypothetical protein				hypothetical protein
OG0044535	OG0044535.0		hypothetical protein				hypothetical protein
OG0020251	OG0020251.0		hypothetical protein				hypothetical protein
OG0045311	OG0045311.0		inositol monophosphatase				inositol monophosphatase
OG0045001	OG0045001.0		DUF1499 domain-containing protein				DUF1499 domain-containing protein
OG0022100	OG0022100.0		hypothetical protein				hypothetical protein
OG0021318	OG0021318.0		antibiotic biosynthesis monooxygenase				antibiotic biosynthesis monooxygenase
OG0045519	OG0045519.0		type III restriction endonuclease subunit R				type III restriction endonuclease subunit R
OG0060457	OG0060457.0		hypothetical protein		WSM419_Smed_5049		hypothetical protein
OG0022261	OG0022261.0		N acetyltransferase				N-acetyltransferase
OG0045325	OG0045325.0		hypothetical protein				hypothetical protein
OG0038643	OG0038643.0		hypothetical protein				hypothetical protein
OG0046303	OG0046303.0		hypothetical protein				hypothetical protein
OG0022779	OG0022779.0		hypothetical protein	1021_SMc03288			hypothetical protein
OG0027498	OG0027498.0		hypothetical protein				hypothetical protein
OG0035762	OG0035762.0		hypothetical protein				hypothetical protein
OG0046209	OG0046209.0		hypothetical protein				hypothetical protein
OG0045088	OG0045088.0		hypothetical protein				hypothetical protein
OG0047322	OG0047322.0		hypothetical protein				hypothetical protein
OG0022352	OG0022352.0		hypothetical protein				hypothetical protein
OG0045897	OG0045897.0		hypothetical protein				hypothetical protein
OG0048182	OG0048182.0		hypothetical protein				hypothetical protein
OG0020772	OG0020772.0		hypothetical protein				hypothetical protein
OG0054052	OG0054052.0		hypothetical protein				hypothetical protein
OG0046862	OG0046862.0		hypothetical protein				hypothetical protein
OG0022781	OG0022781.0		IS66 family insertion sequence hypothetical protein	1021_SMc03293			IS66 family insertion sequence hypothetical protein
OG0025165	OG0025165.0		hypothetical protein				hypothetical protein
OG0045098	OG0045098.0		hypothetical protein				hypothetical protein
OG0027043	OG0027043.0		hypothetical protein				hypothetical protein
OG0045558	OG0045558.0		hypothetical protein				hypothetical protein
OG0045720	OG0045720.0		hypothetical protein				hypothetical protein
OG0046975	OG0046975.0		hypothetical protein				hypothetical protein
OG0057592	OG0057592.0		hypothetical protein				hypothetical protein
OG0046701	OG0046701.0		hypothetical protein				hypothetical protein
OG0045195	OG0045195.0		hypothetical protein				hypothetical protein
OG0034715	OG0034715.0		copper chaperone				copper chaperone
OG0019222	OG0019222.0		hypothetical protein	1021_SMa1253			hypothetical protein
OG0057074	OG0057074.0		DUF1328 domain-containing protein				DUF1328 domain-containing protein
OG0034347	OG0034347.0		hypothetical protein				hypothetical protein
OG0028426	OG0028426.0		hypothetical protein				hypothetical protein
OG0046530	OG0046530.0		hypothetical protein				hypothetical protein
OG0045736	OG0045736.0		hypothetical protein				hypothetical protein
OG0025073	OG0025073.0		hypothetical protein				hypothetical protein
OG0026289	OG0026289.0		hypothetical protein		WSM419_Smed_6330		hypothetical protein
OG0030028	OG0030028.0		hypothetical protein				hypothetical protein
OG0034321	OG0034321.0		DUF3309 domain-containing protein				DUF3309 domain-containing protein
OG0045224	OG0045224.0		hypothetical protein				hypothetical protein
OG0019469	OG0019469.0		RNA helicase				RNA helicase
OG0045219	OG0045219.0		hypothetical protein				hypothetical protein
OG0028216	OG0028216.0		DUF4434 domain-containing protein				DUF4434 domain-containing protein
OG0045671	OG0045671.0		hypothetical protein				hypothetical protein
OG0047609	OG0047609.0		hypothetical protein				hypothetical protein
OG0034647	OG0034647.0		curlin				curlin
OG0049143	OG0049143.0		hypothetical protein				hypothetical protein
OG0057321	OG0057321.0		hypothetical protein				hypothetical protein
OG0044656	OG0044656.0		hypothetical protein				hypothetical protein
OG0048892	OG0048892.0		hypothetical protein				hypothetical protein
OG0038723	OG0038723.0		hypothetical protein				hypothetical protein
OG0024556	OG0024556.0		hypothetical protein				hypothetical protein
OG0057448	OG0057448.0		hypothetical protein				hypothetical protein
OG0047007	OG0047007.0		hypothetical protein				hypothetical protein
OG0047012	OG0047012.0		hypothetical protein				hypothetical protein
OG0048157	OG0048157.0		RebB				RebB
OG0053832	OG0053832.0		hypothetical protein				hypothetical protein
OG0029223	OG0029223.0		TIGR00730 family Rossman fold protein				TIGR00730 family Rossman fold protein
OG0035764	OG0035764.0		hypothetical protein				hypothetical protein
OG0053872	OG0053872.0		hypothetical protein				hypothetical protein
OG0045769	OG0045769.0		hypothetical protein				hypothetical protein
OG0020454	OG0020454.0		hypothetical protein				hypothetical protein
OG0045121	OG0045121.0		hypothetical protein				hypothetical protein
OG0044422	OG0044422.0		hypothetical protein				hypothetical protein
OG0030160	OG0030160.0		hypothetical protein				hypothetical protein
OG0025920	OG0025920.0		SGNH/GDSL hydrolase family protein				SGNH/GDSL hydrolase family protein
OG0048975	OG0048975.0		DUF2274 domain-containing protein				DUF2274 domain-containing protein
OG0026994	OG0026994.0		hypothetical protein				hypothetical protein
OG0043749	OG0043749.0		hypothetical protein				hypothetical protein
OG0041604	OG0041604.0		DNA ligase				DNA ligase
OG0038053	OG0038053.0		hypothetical protein				hypothetical protein
OG0045831	OG0045831.0		hypothetical protein				hypothetical protein
OG0047508	OG0047508.0		hypothetical protein				hypothetical protein
OG0023205	OG0023205.0		DUF1330 domain-containing protein				DUF1330 domain-containing protein
OG0045832	OG0045832.0		hypothetical protein				hypothetical protein
OG0045599	OG0045599.0		antitermination protein NusG				antitermination protein NusG
OG0020595	OG0020595.0		SMI1/KNR4 family protein				SMI1/KNR4 family protein
OG0056792	OG0056792.0		aminoacyl-tRNA hydrolase				aminoacyl-tRNA hydrolase
OG0045858	OG0045858.0		SIR2 family protein				SIR2 family protein
OG0043568	OG0043568.0		hypothetical protein				hypothetical protein
OG0024903	OG0024903.0		MATE family efflux transporter				MATE family efflux transporter
OG0021253	OG0021253.0		phosphopantetheine-containing protein				phosphopantetheine-containing protein
OG0057181	OG0057181.0		hypothetical protein				hypothetical protein
OG0034893	OG0034893.0		DNA/RNA non-specific endonuclease				DNA/RNA non-specific endonuclease
OG0046652	OG0046652.0		hypothetical protein				hypothetical protein
OG0022195	OG0022195.0		peptidase S8 and S53 subtilisin kexin sedolisin				peptidase S8 and S53 subtilisin kexin sedolisin
OG0046692	OG0046692.0		hypothetical protein				hypothetical protein
OG0044271	OG0044271.0		hypothetical protein				hypothetical protein
OG0022284	OG0022284.0		LuxR family transcriptional regulator				LuxR family transcriptional regulator
OG0047437	OG0047437.0		hypothetical protein				hypothetical protein
OG0026000	OG0026000.0		E yootaitica rrttii				hypothetical protein; GGDEF-domain containing protein
OG0044435	OG0044435.0		hypothetical protein				hypothetical protein
OG0045009	OG0045009.0		hypothetical protein				hypothetical protein
OG0043362	OG0043362.0		AlpA family transcriptional regulator				AlpA family transcriptional regulator
OG0037771	OG0037771.0		hypothetical protein				hypothetical protein
OG0044829	OG0044829.0		hypothetical protein				hypothetical protein
OG0027549	OG0027549.0		hypothetical protein				hypothetical protein
OG0044121	OG0044121.0		hypothetical protein				hypothetical protein
OG0043560	OG0043560.0		ATP-binding protein				ATP-binding protein
OG0044957	OG0044957.0		hypothetical protein				hypothetical protein
OG0020363	OG0020363.0		glutathione S-transferase				glutathione S-transferase
OG0027581	OG0027581.0		hypothetical protein				hypothetical protein
OG0020857	OG0020857.0		gfo/Idh/MocA family oxidoreductase				gfo/Idh/MocA family oxidoreductase
OG0056874	OG0056874.0		hypothetical protein				hypothetical protein
OG0044604	OG0044604.0		CsbD family protein				CsbD family protein
OG0021601	OG0021601.0		hypothetical protein		WSM419_Smed_1641,WSM419_Smed_1874		hypothetical protein
OG0056821	OG0056821.0		hypothetical protein				hypothetical protein
OG0030161	OG0030161.0		DUF945 domain-containing protein				DUF945 domain-containing protein
OG0045450	OG0045450.0		hypothetical protein				hypothetical protein
OG0045801	OG0045801.0		hypothetical protein				hypothetical protein
OG0046300	OG0046300.0		hypothetical protein				hypothetical protein
OG0030157	OG0030157.0		hypothetical protein				hypothetical protein
OG0023127	OG0023127.0		hypothetical protein				hypothetical protein
OG0019815	OG0019815.0		class I SAM-dependent methyltransferase				class I SAM-dependent methyltransferase
OG0048823	OG0048823.0		DUF1328 domain-containing protein				DUF1328 domain-containing protein
OG0022094	OG0022094.0		AP e isomerase		WSM419_Smed_5464		xylose isomerase domain-containing protein; AP endonuclease
OG0020702	OG0020702.0		hypothetical protein				hypothetical protein
OG0046726	OG0046726.0		hypothetical protein				hypothetical protein
OG0045653	OG0045653.0		hypothetical protein				hypothetical protein
OG0038759	OG0038759.0		hypothetical protein				hypothetical protein
OG0057103	OG0057103.0		hypothetical protein				hypothetical protein
OG0034228	OG0034228.0		alpha/beta hydrolase				alpha/beta hydrolase
OG0024951	OG0024951.0		hypothetical protein				hypothetical protein
OG0020309	OG0020309.0		carbohydrate ABC transporter substrate-binding protein				carbohydrate ABC transporter substrate-binding protein
OG0028206	OG0028206.0		hypothetical protein				hypothetical protein
OG0041908	OG0041908.0		DUF1376 domain-containing protein				DUF1376 domain-containing protein
OG0057163	OG0057163.0		hypothetical protein				hypothetical protein
OG0024233	OG0024233.0		hypothetical protein				hypothetical protein
OG0027459	OG0027459.0		hypothetical protein				hypothetical protein
OG0020770	OG0020770.0		hypothetical protein				hypothetical protein
OG0029036	OG0029036.0		hypothetical protein				hypothetical protein
OG0041699	OG0041699.0		hypothetical protein				hypothetical protein
OG0034470	OG0034470.0		hypothetical protein				hypothetical protein
OG0021966	OG0021966.0		hypothetical protein				hypothetical protein
OG0019215	OG0019215.0		f transcriptional regulator	1021_SMa1067			transcriptional regulator; Crp/Fnr family transcriptional regulator
OG0043488	OG0043488.0		hypothetical protein				hypothetical protein
OG0057425	OG0057425.0		hypothetical protein				hypothetical protein
OG0041730	OG0041730.0		hypothetical protein				hypothetical protein
OG0041785	OG0041785.0		hypothetical protein				hypothetical protein
OG0025671	OG0025671.0		hypothetical protein				hypothetical protein
OG0048995	OG0048995.0		hypothetical protein				hypothetical protein
OG0045010	OG0045010.0		endonuclease				endonuclease
OG0034521	OG0034521.0		hypothetical protein				hypothetical protein
OG0044993	OG0044993.0		hypothetical protein				hypothetical protein
OG0049087	OG0049087.0		hypothetical protein				hypothetical protein
OG0044992	OG0044992.0		hypothetical protein				hypothetical protein
OG0021283	OG0021283.0		hypothetical protein				hypothetical protein
OG0060365	OG0060365.0		thioredoxin domain-containing protein		WSM419_Smed_1632		thioredoxin domain-containing protein
OG0024505	OG0024505.0		sugar ABC transporter ATP binding protein				sugar ABC transporter ATP-binding protein
OG0041841	OG0041841.0		hypothetical protein				hypothetical protein
OG0045337	OG0045337.0		hypothetical protein				hypothetical protein
OG0034481	OG0034481.0		hypothetical protein				hypothetical protein
OG0041933	OG0041933.0		hypothetical protein				hypothetical protein
OG0025803	OG0025803.0		DUF159 family protein				DUF159 family protein
OG0035800	OG0035800.0		hypothetical protein				hypothetical protein
OG0041586	OG0041586.0		hypothetical protein				hypothetical protein
OG0038174	OG0038174.0		hypothetical protein				hypothetical protein
OG0037803	OG0037803.0		hypothetical protein				hypothetical protein
OG0048871	OG0048871.0		hypothetical protein				hypothetical protein
OG0019249	OG0019249.0		sugar ABC transporter permease	1021_SM_b21017			sugar ABC transporter permease
OG0026280	OG0026280.0		DUF1127 domain-containing protein				DUF1127 domain-containing protein
OG0019374	OG0019374.0		hypothetical protein				hypothetical protein
OG0034490	OG0034490.0		hypothetical protein				hypothetical protein
OG0030029	OG0030029.0		hypothetical protein				hypothetical protein
OG0043703	OG0043703.0		hypothetical protein				hypothetical protein
OG0047344	OG0047344.0		hypothetical protein				hypothetical protein
OG0035560	OG0035560.0		hypothetical protein				hypothetical protein
OG0041792	OG0041792.0		peptide ABC transporter permease				peptide ABC transporter permease
OG0019632	OG0019632.0		hypothetical protein				hypothetical protein
OG0038929	OG0038929.0		hypothetical protein				hypothetical protein
OG0019949	OG0019949.0		hypothetical protein				hypothetical protein
OG0041871	OG0041871.0		hypothetical protein				hypothetical protein
OG0046653	OG0046653.0		hypothetical protein				hypothetical protein
OG0028136	OG0028136.0		K(+)-transporting ATPase subunit F				K(+)-transporting ATPase subunit F
OG0029972	OG0029972.0		hypothetical protein				hypothetical protein
OG0046647	OG0046647.0		hypothetical protein				hypothetical protein
OG0045804	OG0045804.0		hypothetical protein				hypothetical protein
OG0021180	OG0021180.0		hypothetical protein				hypothetical protein
OG0020031	OG0020031.0		hypothetical protein				hypothetical protein
OG0034572	OG0034572.0		hypothetical protein				hypothetical protein
OG0034544	OG0034544.0		hypothetical protein				hypothetical protein
OG0060451	OG0060451.0		hypothetical protein		WSM419_Smed_4827		hypothetical protein
OG0048880	OG0048880.0		hypothetical protein				hypothetical protein
OG0023424	OG0023424.0		class I SAM-dependent methyltransferase				class I SAM-dependent methyltransferase
OG0024678	OG0024678.0		hypothetical protein				hypothetical protein
OG0044904	OG0044904.0		hypothetical protein				hypothetical protein
OG0030153	OG0030153.0		hypothetical protein				hypothetical protein
OG0022622	OG0022622.0		acyltransferase				acyltransferase
OG0044377	OG0044377.0		hypothetical protein				hypothetical protein
OG0038886	OG0038886.0		hypothetical protein				hypothetical protein
OG0024633	OG0024633.0		hypothetical protein				hypothetical protein
OG0044485	OG0044485.0		hypothetical protein				hypothetical protein
OG0024780	OG0024780.0		hypothetical protein				hypothetical protein
OG0034861	OG0034861.0		hypothetical protein				hypothetical protein
OG0030185	OG0030185.0		hypothetical protein				hypothetical protein
OG0024704	OG0024704.0		DUF982 domain-containing protein				DUF982 domain-containing protein
OG0057557	OG0057557.0		hypothetical protein				hypothetical protein
OG0060553	OG0060553.0		hypothetical protein		WSM419_Smed_6376		hypothetical protein
OG0037832	OG0037832.0		hypothetical protein				hypothetical protein
OG0026529	OG0026529.0		hypothetical protein				hypothetical protein
OG0020460	OG0020460.0		hypothetical protein				hypothetical protein
OG0035852	OG0035852.0		hypothetical protein				hypothetical protein
OG0019652	OG0019652.0		hypothetical protein				hypothetical protein
OG0037765	OG0037765.0		hypothetical protein				hypothetical protein
OG0034465	OG0034465.0		hypothetical protein				hypothetical protein
OG0019619	OG0019619.0		peptidase M28				peptidase M28
OG0034445	OG0034445.0		hypothetical protein				hypothetical protein
OG0046417	OG0046417.0		hypothetical protein				hypothetical protein
OG0041515	OG0041515.0		hypothetical protein				hypothetical protein
OG0046147	OG0046147.0		hypothetical protein				hypothetical protein
OG0060356	OG0060356.0		hypothetical protein		WSM419_Smed_1330		hypothetical protein
OG0044915	OG0044915.0		hypothetical protein				hypothetical protein
OG0046176	OG0046176.0		hypothetical protein				hypothetical protein
OG0057053	OG0057053.0		hypothetical protein				hypothetical protein
OG0025904	OG0025904.0		hypothetical protein				hypothetical protein
OG0019700	OG0019700.0		N-glycosylase/DNA lyase HhH-GPD family				N-glycosylase/DNA lyase HhH-GPD family
OG0030168	OG0030168.0		MFS transporter				MFS transporter
OG0043556	OG0043556.0		class I SAM-dependent methyltransferase				class I SAM-dependent methyltransferase
OG0035719	OG0035719.0		hypothetical protein				hypothetical protein
OG0047597	OG0047597.0		hypothetical protein				hypothetical protein
OG0024363	OG0024363.0		serine protease				serine protease
OG0019198	OG0019198.0		hypothetical protein	1021_SMa0052			hypothetical protein
OG0021638	OG0021638.0		hypothetical protein		WSM419_Smed_1378		hypothetical protein
OG0049074	OG0049074.0		hypothetical protein				hypothetical protein
OG0044642	OG0044642.0		hypothetical protein				hypothetical protein
OG0034423	OG0034423.0		hypothetical protein				hypothetical protein
OG0043651	OG0043651.0		hypothetical protein				hypothetical protein
OG0057027	OG0057027.0		hypothetical protein				hypothetical protein
OG0021273	OG0021273.0		hypothetical protein				hypothetical protein
OG0047395	OG0047395.0	puhA	photosynthetic reaction center subunit H				photosynthetic reaction center subunit H
OG0030046	OG0030046.0		DUF2158 domain-containing protein				DUF2158 domain-containing protein
OG0034720	OG0034720.0		hypothetical protein				hypothetical protein
OG0030062	OG0030062.0		ImmA/IrrE family metallo-endopeptidase				ImmA/IrrE family metallo-endopeptidase
OG0046796	OG0046796.0		MucR family transcriptional regulator				MucR family transcriptional regulator
OG0029602	OG0029602.0		hypothetical protein	1021_SM_b21064			hypothetical protein
OG0022405	OG0022405.0		hypothetical protein				hypothetical protein
OG0025129	OG0025129.0		hypothetical protein				hypothetical protein
OG0057593	OG0057593.0		DUF1328 domain-containing protein				DUF1328 domain-containing protein
OG0056934	OG0056934.0		hypothetical protein				hypothetical protein
OG0020620	OG0020620.0		lipopolysaccharide biosynthesis protein				lipopolysaccharide biosynthesis protein
OG0046342	OG0046342.0		hypothetical protein				hypothetical protein
OG0022192	OG0022192.0		hypothetical protein				hypothetical protein
OG0025860	OG0025860.0		hypothetical protein				hypothetical protein
OG0022477	OG0022477.0		hypothetical protein				hypothetical protein
OG0021057	OG0021057.0		hypothetical protein				hypothetical protein
OG0027208	OG0027208.0		hypothetical protein		WSM419_Smed_2862		hypothetical protein
OG0049129	OG0049129.0		membrane protein				membrane protein
OG0054062	OG0054062.0		hypothetical protein				hypothetical protein
OG0044333	OG0044333.0		hypothetical protein				hypothetical protein
OG0034673	OG0034673.0		FAD-dependent oxidoreductase				FAD-dependent oxidoreductase
OG0045755	OG0045755.0		hypothetical protein				hypothetical protein
OG0020249	OG0020249.0		hypothetical protein				hypothetical protein
OG0025044	OG0025044.0		hypothetical protein				hypothetical protein
OG0029993	OG0029993.0		N-acetyltransferase				N-acetyltransferase
OG0044383	OG0044383.0		hypothetical protein				hypothetical protein
OG0025740	OG0025740.0		hypothetical protein				hypothetical protein
OG0056966	OG0056966.0		hypothetical protein				hypothetical protein
OG0028857	OG0028857.0		hypothetical protein				hypothetical protein
OG0054030	OG0054030.0		hypothetical protein				hypothetical protein
OG0043626	OG0043626.0		hypothetical protein				hypothetical protein
OG0047079	OG0047079.0		hypothetical protein				hypothetical protein
OG0027682	OG0027682.0		hypothetical protein				hypothetical protein
OG0046406	OG0046406.0		hypothetical protein				hypothetical protein
OG0060527	OG0060527.0		type 11 methyltransferase		WSM419_Smed_6101		type 11 methyltransferase
OG0043756	OG0043756.0		hypothetical protein				hypothetical protein
OG0029603	OG0029603.0		hypothetical protein	1021_SM_b21172			hypothetical protein
OG0048912	OG0048912.0		hypothetical protein				hypothetical protein
OG0044624	OG0044624.0		hypothetical protein				hypothetical protein
OG0044412	OG0044412.0		hypothetical protein				hypothetical protein
OG0037829	OG0037829.0		VOC family protein				VOC family protein
OG0043461	OG0043461.0		hypothetical protein				hypothetical protein
OG0022889	OG0022889.0		hypothetical protein	1021_SM_b21014			hypothetical protein
OG0024773	OG0024773.0		hypothetical protein				hypothetical protein
OG0024963	OG0024963.0		hypothetical protein				hypothetical protein
OG0021221	OG0021221.0		hypothetical protein				hypothetical protein
OG0041613	OG0041613.0		hypothetical protein				hypothetical protein
OG0043779	OG0043779.0		hypothetical protein				hypothetical protein
OG0024526	OG0024526.0		hypothetical protein				hypothetical protein
OG0049148	OG0049148.0		hypothetical protein				hypothetical protein
OG0023113	OG0023113.0		4 f hy protein				UPF0104 family protein; hypothetical protein
OG0056760	OG0056760.0		hypothetical protein				hypothetical protein
OG0043414	OG0043414.0		CsbD family protein				CsbD family protein
OG0034526	OG0034526.0		hypothetical protein				hypothetical protein
OG0041663	OG0041663.0		hypothetical protein				hypothetical protein
OG0041959	OG0041959.0		hypothetical protein				hypothetical protein
OG0045441	OG0045441.0		hypothetical protein				hypothetical protein
OG0022848	OG0022848.0		oxidoreductase, fragment	1021_SMa1592			oxidoreductase, fragment
OG0030186	OG0030186.0		type II toxin-antitoxin system RelE/ParE family toxin				type II toxin-antitoxin system RelE/ParE family toxin
OG0025743	OG0025743.0		helix-turn-helix domain-containing protein				helix-turn-helix domain-containing protein
OG0041820	OG0041820.0		hypothetical protein				hypothetical protein
OG0030039	OG0030039.0		hypothetical protein				hypothetical protein
OG0038783	OG0038783.0		hypothetical protein				hypothetical protein
OG0026151	OG0026151.0		hypothetical protein				hypothetical protein
OG0019486	OG0019486.0		hypothetical protein				hypothetical protein
OG0038814	OG0038814.0		hypothetical protein				hypothetical protein
OG0046815	OG0046815.0		hypothetical protein				hypothetical protein
OG0060379	OG0060379.0		hypothetical protein		WSM419_Smed_1670		hypothetical protein
OG0024547	OG0024547.0		159 r fatid erttdis				SOS response-associated peptidase; DUF159 family protein
OG0041795	OG0041795.0		hypothetical protein				hypothetical protein
OG0046295	OG0046295.0	pqqA	pyrroloquinoline quinone precursor peptide PqqA				pyrroloquinoline quinone precursor peptide PqqA
OG0035043	OG0035043.0		Lrp/AsnC family transcriptional regulator				Lrp/AsnC family transcriptional regulator
OG0027428	OG0027428.0		hypothetical protein				hypothetical protein
OG0029233	OG0029233.0		hypothetical protein				hypothetical protein
OG0038023	OG0038023.0		hypothetical protein				hypothetical protein
OG0044544	OG0044544.0		hypothetical protein				hypothetical protein
OG0024355	OG0024355.0		hypothetical protein				hypothetical protein
OG0029208	OG0029208.0		hypothetical protein				hypothetical protein
OG0047044	OG0047044.0		hypothetical protein				hypothetical protein
OG0028870	OG0028870.0		NmrA family transcriptional regulator				NmrA family transcriptional regulator
OG0047510	OG0047510.0		ArsR family transcriptional regulator				ArsR family transcriptional regulator
OG0034915	OG0034915.0		L,D-transpeptidase				L,D-transpeptidase
OG0038756	OG0038756.0		hypothetical protein				hypothetical protein
OG0038146	OG0038146.0		hypothetical protein				hypothetical protein
OG0035846	OG0035846.0		hypothetical protein				hypothetical protein
OG0034659	OG0034659.0		hypothetical protein				hypothetical protein
OG0043496	OG0043496.0		hypothetical protein				hypothetical protein
OG0026927	OG0026927.0		R f det rx gtaae				dehydrogenase; SDR family NAD(P)-dependent oxidoreductase
OG0043614	OG0043614.0		DUF768 domain-containing protein				DUF768 domain-containing protein
OG0045521	OG0045521.0		hypothetical protein				hypothetical protein
OG0026468	OG0026468.0		hypothetical protein		WSM419_Smed_1343		hypothetical protein
OG0056868	OG0056868.0		hypothetical protein				hypothetical protein
OG0027878	OG0027878.0		hypothetical protein				hypothetical protein
OG0043809	OG0043809.0		hypothetical protein				hypothetical protein
OG0034588	OG0034588.0		hypothetical protein				hypothetical protein
OG0047008	OG0047008.0		hypothetical protein				hypothetical protein
OG0053827	OG0053827.0		hypothetical protein				hypothetical protein
OG0035692	OG0035692.0		hypothetical protein				hypothetical protein
OG0048125	OG0048125.0		hypothetical protein				hypothetical protein
OG0028118	OG0028118.0		hypothetical protein				hypothetical protein
OG0022170	OG0022170.0		RNB domain containing ribonuclease				RNB domain-containing ribonuclease
OG0044161	OG0044161.0		hypothetical protein				hypothetical protein
OG0035008	OG0035008.0		hypothetical protein				hypothetical protein
OG0030049	OG0030049.0		Arc family DNA-binding protein				Arc family DNA-binding protein
OG0057454	OG0057454.0		hypothetical protein				hypothetical protein
OG0043851	OG0043851.0		hypothetical protein				hypothetical protein
OG0034724	OG0034724.0		hypothetical protein				hypothetical protein
OG0034965	OG0034965.0		hypothetical protein				hypothetical protein
OG0045452	OG0045452.0		hypothetical protein				hypothetical protein
OG0037965	OG0037965.0		NAD(+) synthase				NAD(+) synthase
OG0045249	OG0045249.0		hypothetical protein				hypothetical protein
OG0056915	OG0056915.0		IS630 family transposase				IS630 family transposase
OG0027451	OG0027451.0		DUF982 domain containing protein				DUF982 domain-containing protein
OG0046863	OG0046863.0		hypothetical protein				hypothetical protein
OG0038123	OG0038123.0		hypothetical protein				hypothetical protein
OG0043342	OG0043342.0		hypothetical protein				hypothetical protein
OG0041802	OG0041802.0		hypothetical protein				hypothetical protein
OG0029977	OG0029977.0		hypothetical protein				hypothetical protein
OG0027445	OG0027445.0		hypothetical protein				hypothetical protein
OG0045803	OG0045803.0		hypothetical protein				hypothetical protein
OG0020752	OG0020752.0		hypothetical protein				hypothetical protein
OG0024451	OG0024451.0		hypothetical protein				hypothetical protein
OG0034586	OG0034586.0		hypothetical protein				hypothetical protein
OG0057540	OG0057540.0		hypothetical protein				hypothetical protein
OG0034302	OG0034302.0		hypothetical protein				hypothetical protein
OG0048105	OG0048105.0		glycosyltransferase family 2 protein				glycosyltransferase family 2 protein
OG0048817	OG0048817.0		hypothetical protein				hypothetical protein
OG0045487	OG0045487.0		hypothetical protein				hypothetical protein
OG0044976	OG0044976.0		hypothetical protein				hypothetical protein
OG0047336	OG0047336.0		hypothetical protein				hypothetical protein
OG0027733	OG0027733.0		hypothetical protein				hypothetical protein
OG0019220	OG0019220.0		hypothetical protein	1021_SMa1134			hypothetical protein
OG0043366	OG0043366.0		hypothetical protein				hypothetical protein
OG0022373	OG0022373.0		tietidal ein				hypothetical protein; histidine kinase
OG0048153	OG0048153.0		hypothetical protein				hypothetical protein
OG0043608	OG0043608.0		propanediol dehydratase small subunit PduE				propanediol dehydratase small subunit PduE
OG0057383	OG0057383.0		hypothetical protein				hypothetical protein
OG0029953	OG0029953.0		hypothetical protein				hypothetical protein
OG0045628	OG0045628.0		hypothetical protein				hypothetical protein
